"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"07MD","","Baugher's Orchard Airport","Westminster","Maryland","US",706,39.609047,-77.047997,"America/New_York","07MD"
"07MO","","Lake Sexton Airport","Warrensburg","Missouri","US",880,38.650015,-93.616879,"America/Chicago","07MO"
"07MT","","Glasgow Industrial Airport","Glasgow","Montana","US",2762,48.421095,-106.527716,"America/Denver","07MT"
"07NC","","Hawks Meadow Airport","Waxhaw","North Carolina","US",625,34.833204,-80.751178,"America/New_York","07NC"
"07NV","","Border Line Farm Airport","Baker","Nevada","US",5120,39.102222,-114.053333,"America/Los_Angeles","07NV"
"07OK","","Pleasant Valley Airport","Snyder","Oklahoma","US",1322,34.633405,-99.033689,"America/Chicago","07OK"
"07PA","","Dream Air Airport","Albion","Pennsylvania","US",870,41.853081,-80.4072,"America/New_York","07PA"
"07PN","","Folmar Airport","Grassflat","Pennsylvania","US",1690,40.998889,-78.125278,"America/New_York","07PN"
"07TA","","Salaika Aviation Airport","Danbury","Texas","US",30,29.240519,-95.344658,"America/Chicago","07TA"
"07TE","","Peak 7 Ranch Airport","Gainesville","Texas","US",727,33.544076,-97.031587,"America/Chicago","07TE"
"07TS","","Cross Country Estates Marshall Field","Georgetown","Texas","US",689,30.625456,-97.571353,"America/Chicago","07TS"
"07UT","","E Northrop Grumman Airport","Howell","Utah","US",4480,41.716667,-112.447222,"America/Denver","07UT"
"07VA","","Alpha Hotel Airport","Clover","Virginia","US",440,36.821889,-78.766861,"America/New_York","07VA"
"07VT","","Meadow Airport","Jericho","Vermont","US",801,44.447222,-72.914722,"America/New_York","07VT"
"08AK","","Fisher Airport","Big Lake","Alaska","US",200,61.569639,-149.724439,"America/Anchorage","08AK"
"08AN","","Base Camp Airstrip","Palmer","Alaska","US",892,61.704295,-149.212506,"America/Anchorage","08AN"
"08AR","","Garrison Airport","Ashdown","Arkansas","US",329,33.723611,-94.145278,"America/Chicago","08AR"
"08CL","","Kistler Ranch Airport","Jamestown","California","US",1025,37.859649,-120.554366,"America/Los_Angeles","08CL"
"08CO","","Terra Firma Airport","Rush","Colorado","US",5600,38.732472,-104.041333,"America/Denver","08CO"
"08FA","","Duda Airstrip","La Belle","Florida","US",35,26.579795,-81.483689,"America/New_York","08FA"
"08FD","","Sunniland Ranch Airport","Okeechobee","Florida","US",65,27.363098,-80.7726,"America/New_York","08FD"
"08FL","","J H Hendrie Farms Airport","Lake Placid","Florida","US",103,27.084497,-81.328683,"America/New_York","08FL"
"08GA","","Sapelo Island Airport","Darien","Georgia","US",12,31.42578,-81.285929,"America/New_York","08GA"
"08ID","","Symms Airport","Marsing","Idaho","US",2680,43.569325,-116.776805,"America/Boise","08ID"
"08IL","","Marshall Farms Airport","Cortland","Illinois","US",841,41.860383,-88.655742,"America/Chicago","08IL"
"08KS","","Alderson Airport","Bennington","Kansas","US",1250,39.034388,-97.579999,"America/Chicago","08KS"
"08KY","","Boss Airport","Burnside","Kentucky","US",820,36.973089,-84.626036,"America/New_York","08KY"
"08LL","","Sauer Airport","Dwight","Illinois","US",665,41.075278,-88.489167,"America/Chicago","08LL"
"08LS","","Aeleron Airport","Grand Coteau","Louisiana","US",51,30.40925,-92.033167,"America/Chicago","08LS"
"08ME","","Lindbergh Airport","Avon","Maine","US",554,44.814224,-70.345344,"America/New_York","08ME"
"08MO","","Twin Oaks Airport","Jasper","Missouri","US",955,37.395606,-94.283836,"America/Chicago","08MO"
"08MS","","Midsouth Airpark","Coldwater","Mississippi","US",345,34.662222,-89.868333,"America/Chicago","08MS"
"08MT","","Matovich Airport","Grass Range","Montana","US",3450,47.063863,-108.817369,"America/Denver","08MT"
"08ND","","Brecht Strip","Golden Valley","North Dakota","US",1990,47.323064,-102.097673,"America/North_Dakota/Beulah","08ND"
"08NR","","Bell Mountain Airport","Zirconia","North Carolina","US",2150,35.217778,-82.426111,"America/New_York","08NR"
"08NY","","Md1 Airport","Middletown","New York","US",569,41.367261,-74.518934,"America/New_York","08NY"
"08OH","","Kenley Airport","Hartford","Ohio","US",1230,41.291722,-80.563684,"America/New_York","08OH"
"08OK","","Parks Airport","Wilburton","Oklahoma","US",635,34.931486,-95.258303,"America/Chicago","08OK"
"08OL","","Broken B Airport","Hydro","Oklahoma","US",1518,35.408088,-98.605478,"America/Chicago","08OL"
"08OR","","Saxon Sycan Airport","Silver Lake","Oregon","US",4990,42.839312,-121.117217,"America/Los_Angeles","08OR"
"08TN","","Ptc Airport","Fayetteville","Tennessee","US",820,35.298914,-86.474357,"America/Chicago","08TN"
"08TS","","Flying G Ranch Airport","Bynum","Texas","US",664,32.029339,-97.010608,"America/Chicago","08TS"
"08TT","","Lz Tango Charlie Airport","Fredericksburg","Texas","US",2054,30.308803,-99.022228,"America/Chicago","08TT"
"08TX","","Cross Wind Airport","Weatherford","Texas","US",1040,32.858181,-97.747529,"America/Chicago","08TX"
"08UT","","Pinelodge Rwy Airport","La Sal","Utah","US",7175,38.335017,-109.135176,"America/Denver","08UT"
"08WA","","P-L Ranch Airport","Lacey","Washington","US",210,46.970417,-122.725889,"America/Los_Angeles","08WA"
"08WI","","Faikel Airfield","Howard","Wisconsin","US",745,44.581986,-88.14225,"America/Chicago","08WI"
"08XA","","Knolle Ranch Airport","Snook","Texas","US",280,30.479253,-96.504031,"America/Chicago","08XA"
"08XS","","Peterson Airport","Old Ocean","Texas","US",45,29.108056,-95.7775,"America/Chicago","08XS"
"09AK","","West Beaver Airport","Big Lake","Alaska","US",228,61.589361,-149.847333,"America/Anchorage","09AK"
"09AN","","Kachemak Landing Airport","Homer","Alaska","US",744,59.672108,-151.657857,"America/Anchorage","09AN"
"09AZ","","Stronghold Airport","St David","Arizona","US",4970,31.925333,-110.038167,"America/Phoenix","09AZ"
"09CL","","Alta Sierra Airport","Grass Valley","California","US",2279.5,39.112064,-121.055189,"America/Los_Angeles","09CL"
"09CO","","Cottonwood Field","Swink","Colorado","US",4180,38.055563,-103.65328,"America/Denver","09CO"
"09FA","","Placid Lakes Airport","Lake Placid","Florida","US",130,27.245602,-81.413129,"America/New_York","09FA"
"09FD","","Cheryl-Lane Landings Airport","Bushnell","Florida","US",71,28.671104,-82.087307,"America/New_York","09FD"
"09GA","","Sunbelt Strip","Moultrie","Georgia","US",230,31.111298,-83.684058,"America/New_York","09GA"
"09GE","","Elliott Field","Dawsonville","Georgia","US",1497,34.458418,-84.180371,"America/New_York","09GE"
"09IA","","Skydive Iowa Airport","Brooklyn","Iowa","US",820,41.745832,-92.409351,"America/Chicago","09IA"
"09ID","","Taylor Ranch Landing Area Airport","Moscow","Idaho","US",3835,45.103889,-114.855278,"America/Boise","09ID"
"09IN","","Gordon Airport","Columbia City","Indiana","US",850,41.12088,-85.424977,"America/Indiana/Indianapolis","09IN"
"09KS","","Coffman Airport","Wellsville","Kansas","US",970,38.706953,-95.138303,"America/Chicago","09KS"
"09LL","","Pine Hill Airport","Capron","Illinois","US",1000,42.468072,-88.743159,"America/Chicago","09LL"
"09ME","","Perrotti Skyranch Airfield","Berwick","Maine","US",260,43.340833,-70.854722,"America/New_York","09ME"
"09MT","","Paint Creek Ranch Airport","Sula","Montana","US",5060,45.909346,-113.763183,"America/Denver","09MT"
"09NC","","William Irving Lewis Airport","Broadway","North Carolina","US",310,35.329325,-79.030025,"America/New_York","09NC"
"09NE","","Summer Hill Farm Airport","Bennington","Nebraska","US",1272,41.333331,-96.193632,"America/Chicago","09NE"
"09NR","","Dakota Air Ranch Airport","Ramseur","North Carolina","US",561,35.65,-79.65,"America/New_York","09NR"
"09OK","","Ragtime Aerodrome","Collinsville","Oklahoma","US",700,36.354539,-95.863883,"America/Chicago","09OK"
"09PA","","Eagle Field","Port Matilda","Pennsylvania","US",1780,40.827004,-77.98806,"America/New_York","09PA"
"09TA","","Xwind Farm Airport","Ravenna","Texas","US",512,33.724417,-96.298306,"America/Chicago","09TA"
"09TS","","Pitcock Rosillos Mountain Ranch Airport","Marathon","Texas","US",3100,29.482631,-103.162978,"America/Chicago","09TS"
"09UT","","Rustler Canyon Airstrip","Moab","Utah","US",4662,38.275825,-109.729678,"America/Denver","09UT"
"09VA","","Alum Ridge Airport","Floyd","Virginia","US",2375,36.976518,-80.493944,"America/New_York","09VA"
"09WI","","Parkway Farm Strip","Holmen","Wisconsin","US",705,44.003573,-91.307644,"America/Chicago","09WI"
"0AA1","CYT","Yakataga Airport","Yakataga","Alaska","US",16,60.080849,-142.495494,"America/Anchorage","0AA1"
"0AA4","FWL","Farewell Airport","Farewell","Alaska","US",1535,62.509183,-153.890626,"America/Anchorage","0AA4"
"0AA5","","Rangeview Airstrip","Trapper Creek","Alaska","US",470,62.312778,-150.335833,"America/Anchorage","0AA5"
"0AA7","","Kalifonsky Meadows Airport","Kenai","Alaska","US",65,60.491539,-151.235253,"America/Anchorage","0AA7"
"0AK0","","Scotts Airport","North Pole","Alaska","US",800,64.3925,-146.862083,"America/Anchorage","0AK0"
"0AK1","","Anderson Lake Airport","Wasilla","Alaska","US",463,61.616881,-149.321539,"America/Anchorage","0AK1"
"0AK2","","Yentna Bend Strip","Willow","Alaska","US",81,61.724733,-150.683428,"America/Anchorage","0AK2"
"0AK3","","Parker Lake Airport","Montana Creek","Alaska","US",250,62.034825,-150.491044,"America/Anchorage","0AK3"
"0AK5","","Young Creek Airport","May Creek","Alaska","US",1580,61.356514,-142.733444,"America/Anchorage","0AK5"
"0AK6","","Victory Airport","Victory Bible Camp","Alaska","US",1800,61.803374,-147.944153,"America/Anchorage","0AK6"
"0AK7","","Bradley Lake Hydroelectric Project Airstrip","Homer","Alaska","US",18,59.776069,-150.958514,"America/Anchorage","0AK7"
"0AK8","","Fireweed Airport","Mccarthy","Alaska","US",1320,61.426878,-142.978833,"America/Anchorage","0AK8"
"0AK9","","Falcon Lake Strip","Point Mackenzie","Alaska","US",110,61.33255,-150.059053,"America/Anchorage","0AK9"
"0AL1","","Resort Airport","Foley","Alabama","US",97,30.443889,-87.656944,"America/Chicago","0AL1"
"0AL5","","Flomaton Airport","Flomaton","Alabama","US",247,31.032222,-87.252778,"America/Chicago","0AL5"
"0AL9","","Wilson Creek Airport","Florence","Alabama","US",590,34.85,-87.6325,"America/Chicago","0AL9"
"0AR2","","Mission Field-Marotti Memorial Airport","Crawfordsville","Arkansas","US",217,35.266754,-90.350099,"America/Chicago","0AR2"
"0AR3","","Bent Hickory Air Ranch Airport","Point Cedar","Arkansas","US",550,34.328029,-93.259289,"America/Chicago","0AR3"
"0AZ1","","Eagletail Airport","Tonopah","Arizona","US",1223.2,33.395657,-113.222527,"America/Phoenix","0AZ1"
"0AZ2","","Western Sky Airpark","Salome","Arizona","US",1930,33.778056,-113.641667,"America/Phoenix","0AZ2"
"0AZ4","","Flying Bucket Ranch Airport","Mobile","Arizona","US",1505,32.98227,-112.287093,"America/Phoenix","0AZ4"
"0AZ5","","Castle Well Airport","Morristown","Arizona","US",2080,33.865866,-112.603368,"America/Phoenix","0AZ5"
"0CA0","","Pom Wonderful Airstrip","Del Rey","California","US",340.6,36.652744,-119.587114,"America/Los_Angeles","0CA0"
"0CA4","","Shepherd Farm Airport","Santa Ynez","California","US",660,34.622209,-120.065422,"America/Los_Angeles","0CA4"
"0CA5","","Hoffman Airport","Santa Ysabel","California","US",3100,33.143098,-116.745299,"America/Los_Angeles","0CA5"
"0CA6","","Emory Ranch Airport","Ocotillo","California","US",480,32.749444,-116.016111,"America/Los_Angeles","0CA6"
"0CA9","","Blech Ranch Airport","Shandon","California","US",1140,35.594969,-120.338765,"America/Los_Angeles","0CA9"
"0CD2","","Foxx Valley Airport","Yoder","Colorado","US",5800,38.6525,-104.2345,"America/Denver","0CD2"
"0CD5","","Pinon Canyon Airport","Trinidad","Colorado","US",5686,37.490683,-104.144124,"America/Denver","0CD5"
"0CD7","","Fox Hole Airport","Lafayette","Colorado","US",5135,40.004722,-105.071944,"America/Denver","0CD7"
"0CL0","","Yosemite Hidden Lake Ranch Airport","Raymond","California","US",500,37.118003,-119.913214,"America/Los_Angeles","0CL0"
"0CL1","","Krey Field","Adelanto","California","US",3042,34.569436,-117.555556,"America/Los_Angeles","0CL1"
"0CL3","","John Nichol's Field","Chula Vista","California","US",500,32.633372,-116.890311,"America/Los_Angeles","0CL3"
"0CN1","","Fiorini Ranch Airport","Delhi","California","US",140,37.452178,-120.764758,"America/Los_Angeles","0CN1"
"0CN2","","Sutter Butte Dusters Airport","Live Oak","California","US",67,39.228622,-121.688265,"America/Los_Angeles","0CN2"
"0CO1","","Dave's Airport","Louisville","Colorado","US",5170,40.033318,-105.123873,"America/Denver","0CO1"
"0CO2","CSE","Crested Butte Airpark","Crested Butte","Colorado","US",8980,38.851937,-106.932821,"America/Denver","0CO2"
"0CO5","","Lebeau Ranch Airport","Kiowa","Colorado","US",6565,39.303217,-104.414033,"America/Denver","0CO5"
"0CO6","","Flying M & M Ranch Airport","Norwood","Colorado","US",8000,38.219434,-108.213133,"America/Denver","0CO6"
"0CO9","","Van Treese Airport","Monte Vista","Colorado","US",7613,37.658334,-106.033913,"America/Denver","0CO9"
"0FA1","","Ott's Landing Airport","Arcadia","Florida","US",65,27.303935,-81.880361,"America/New_York","0FA1"
"0FD0","","The 2A Ranch Airport","Ormond Beach","Florida","US",40,29.267479,-81.230061,"America/New_York","0FD0"
"0FD3","","Dugger Field","Freeport","Florida","US",70,30.496417,-86.093833,"America/Chicago","0FD3"
"0FD4","","Yoder Field","Blountstown","Florida","US",138,30.607486,-85.025292,"America/Chicago","0FD4"
"0FD5","","Breezy Knoll Airport","Defuniak Springs","Florida","US",235,30.820183,-86.344392,"America/Chicago","0FD5"
"0FD9","","Joy Farms Airport","Defuniak Springs","Florida","US",290,30.652136,-86.109384,"America/Chicago","0FD9"
"0FL0","","Harpers Fly-In Ranch Airport","Clewiston","Florida","US",22,26.708039,-81.175708,"America/New_York","0FL0"
"0FL9","","Mc Daniel Ranch Inc Airport","Clewiston","Florida","US",18,26.393889,-81.023056,"America/New_York","0FL9"
"0GA0","","Halls Flying Ranch Airport","Hampton","Georgia","US",800,33.356226,-84.367146,"America/New_York","0GA0"
"0GA1","","Mustang Field","Hartwell","Georgia","US",693,34.477881,-82.897087,"America/New_York","0GA1"
"0GA2","","Airnautique, Inc Airport","Hartwell","Georgia","US",720,34.382269,-82.945486,"America/New_York","0GA2"
"0GA3","","Ayresouth Airport","Temple","Georgia","US",1287,33.770106,-85.060779,"America/New_York","0GA3"
"0GA6","","Sunset Strip","Jersey","Georgia","US",780,33.733446,-83.818791,"America/New_York","0GA6"
"0GA8","","Paso Fino Farm Airport","Valdosta","Georgia","US",200,30.887141,-83.41599,"America/New_York","0GA8"
"0GA9","","Gentle Landings Air Park","Roberta","Georgia","US",505,32.713596,-84.028539,"America/New_York","0GA9"
"0GE0","","Pinewood Airport","Douglasville","Georgia","US",1085,33.782051,-84.800771,"America/New_York","0GE0"
"0GE1","","Crystal Lake Airpark","Irwinville","Georgia","US",327,31.665461,-83.447106,"America/New_York","0GE1"
"0GE3","","Lookout Mountain Airport","Trenton","Georgia","US",646,34.902803,-85.460406,"America/New_York","0GE3"
"0GE4","","Pecan Patch Airstrip","Sunnyside","Georgia","US",860,33.331389,-84.266667,"America/New_York","0GE4"
"0GE5","","Mountain Airpark","Cleveland","Georgia","US",1438,34.561763,-83.713513,"America/New_York","0GE5"
"0GE7","","Carpenter Airport","Appling","Georgia","US",450,33.520278,-82.3725,"America/New_York","0GE7"
"0GE9","","Pegasus Ranch Airport","Rocky Ford","Georgia","US",230,32.693889,-81.798611,"America/New_York","0GE9"
"0IA4","","Sharar Field","Mediapolis","Iowa","US",700,41.027844,-91.063474,"America/Chicago","0IA4"
"0IA5","","Moore Airport","Millerton","Iowa","US",1060,40.872225,-93.262709,"America/Chicago","0IA5"
"0IA8","","Hannen Airport","Center Point","Iowa","US",925,42.228,-91.751,"America/Chicago","0IA8"
"0ID0","","South Fork Ranch Airport","Featherville","Idaho","US",4861,43.60645,-115.10725,"America/Boise","0ID0"
"0ID1","","Ziggy's Airport","Filer","Idaho","US",3225,42.641211,-114.605433,"America/Boise","0ID1"
"0ID2","","Flying Joseph Ranch Airport","May","Idaho","US",5642.4,44.443829,-113.775089,"America/Boise","0ID2"
"0ID3","","Coyote Run Airport","Mountain Home","Idaho","US",3150,43.075783,-115.672883,"America/Boise","0ID3"
"0ID4","","Black Butte Ranch Airport","Shoshone","Idaho","US",4020,43.047683,-114.470325,"America/Boise","0ID4"
"0ID7","","Z X Ranch Airport","Murphy","Idaho","US",3820,43.230308,-116.763192,"America/Boise","0ID7"
"0ID8","","Pinnacle Airport","Grangeville","Idaho","US",3800,45.775197,-116.178475,"America/Los_Angeles","0ID8"
"0ID9","","Corral Creek Airport","Helmer","Idaho","US",2895,46.785278,-116.471131,"America/Los_Angeles","0ID9"
"0II0","","Chuck's Airport","Albany","Indiana","US",955,40.260042,-85.253303,"America/Indiana/Indianapolis","0II0"
"0II7","","Frost Field","Greenfield","Indiana","US",900,39.795598,-85.786089,"America/Indiana/Indianapolis","0II7"
"0II8","","Sutton's Field","Lowell","Indiana","US",740,41.324757,-87.475869,"America/Chicago","0II8"
"0II9","","Winters Airport","Hall","Indiana","US",755,39.534214,-86.577222,"America/Indiana/Indianapolis","0II9"
"0IL2","","Griffin Airport","Alma","Illinois","US",541,38.803056,-88.997778,"America/Chicago","0IL2"
"0IL7","","Davis Rla Airport","Hammond","Illinois","US",682,39.782917,-88.546708,"America/Chicago","0IL7"
"0IL9","","Jack W Watson Airport","De Kalb","Illinois","US",880,41.854751,-88.787308,"America/Chicago","0IL9"
"0IN1","","Snider Field","Decker","Indiana","US",400,38.500047,-87.595857,"America/Indiana/Vincennes","0IN1"
"0IN4","","Air Park Field","Woodburn","Indiana","US",750,41.142047,-84.909006,"America/Indiana/Indianapolis","0IN4"
"0IN5","","Byrne Field","Byrneville","Indiana","US",800,38.328954,-86.033582,"America/Kentucky/Louisville","0IN5"
"0IN9","","Parrish Airport","Mount Vernon","Indiana","US",390,37.993101,-87.951418,"America/Chicago","0IN9"
"0IS3","","Cady Aerial Airport","Deer Grove","Illinois","US",630,41.660492,-89.694197,"America/Chicago","0IS3"
"0KS0","","J V Ranch Airport","Osage City","Kansas","US",1180,38.633342,-95.925267,"America/Chicago","0KS0"
"0KS2","","Leverton Airport","Udall","Kansas","US",1251,37.393907,-97.151485,"America/Chicago","0KS2"
"0KS4","","Norris Airport","Lawrence","Kansas","US",1065,38.807239,-95.370056,"America/Chicago","0KS4"
"0KS5","","Oasis Aerodrome","Great Bend","Kansas","US",1914,38.450666,-98.799669,"America/Chicago","0KS5"
"0KS6","","Moore Homestead Airport","Hays","Kansas","US",2100,38.787258,-99.440058,"America/Chicago","0KS6"
"0KS7","","Mono Aircraft Airport","Cheney","Kansas","US",1510,37.700186,-97.887219,"America/Chicago","0KS7"
"0KS8","","Pearce Field","Parsons","Kansas","US",952,37.381572,-95.375894,"America/Chicago","0KS8"
"0KS9","","Lmn 120 Airport","Douglas","Kansas","US",1330,37.515561,-96.921604,"America/Chicago","0KS9"
"0KY0","","Owen Air Park","Owenton","Kentucky","US",890,38.622778,-84.778889,"America/New_York","0KY0"
"0KY1","","Arnemann Farms Airport","Franklin","Kentucky","US",696,36.76547,-86.616791,"America/Chicago","0KY1"
